DATASET,FECHA,HORA,AIRQ_CO,AIRQ_NO2
DATASET_01_2009_2017_PA,23/08/2011,11, , 
DATASET_01_2009_2017_PA,23/08/2011,12, , 
DATASET_01_2009_2017_PA,23/08/2011,13, , 
DATASET_01_2009_2017_PA,23/08/2011,14, , 
DATASET_01_2009_2017_PA,23/08/2011,15, , 
DATASET_01_2009_2017_PA,23/08/2011,16, , 
DATASET_01_2009_2017_PA,23/08/2011,17, , 
DATASET_01_2009_2017_PA,23/08/2011,18, , 
DATASET_01_2009_2017_PA,23/08/2011,19, , 
DATASET_01_2009_2017_PA,23/08/2011,20, , 
DATASET_01_2009_2017_PA,23/08/2011,21, , 
DATASET_01_2009_2017_PA,23/08/2011,22, , 
DATASET_01_2009_2017_PA,23/08/2011,23, , 
DATASET_01_2009_2017_PA,23/08/2011,24, , 
DATASET_01_2009_2017_PA,24/08/2011,1, , 
DATASET_01_2009_2017_PA,24/08/2011,2, , 
DATASET_01_2009_2017_PA,24/08/2011,3, , 
DATASET_01_2009_2017_PA,24/08/2011,4, , 
DATASET_01_2009_2017_PA,24/08/2011,5, , 
DATASET_01_2009_2017_PA,24/08/2011,6, , 
DATASET_01_2009_2017_PA,24/08/2011,7, , 
DATASET_01_2009_2017_PA,24/08/2011,8, , 
DATASET_01_2009_2017_PA,24/08/2011,9, , 
DATASET_01_2009_2017_PA,24/08/2011,10, , 
DATASET_01_2009_2017_PA,24/08/2011,11, , 
DATASET_01_2009_2017_PA,24/08/2011,12, , 
DATASET_01_2009_2017_PA,24/08/2011,13, , 
DATASET_01_2009_2017_PA,24/08/2011,14, , 
DATASET_01_2009_2017_PA,24/08/2011,15, , 
DATASET_01_2009_2017_PA,24/08/2011,16, , 
DATASET_01_2009_2017_PA,24/08/2011,17, , 
DATASET_01_2009_2017_PA,24/08/2011,18, , 
DATASET_01_2009_2017_PA,24/08/2011,19, , 
DATASET_01_2009_2017_PA,24/08/2011,20, , 
DATASET_01_2009_2017_PA,24/08/2011,21, , 
DATASET_01_2009_2017_PA,24/08/2011,22, , 
DATASET_01_2009_2017_PA,24/08/2011,23, , 
DATASET_01_2009_2017_PA,24/08/2011,24, , 
DATASET_01_2009_2017_PA,25/08/2011,1, , 
DATASET_01_2009_2017_PA,25/08/2011,2, , 
DATASET_01_2009_2017_PA,25/08/2011,3, , 
DATASET_01_2009_2017_PA,25/08/2011,4, , 
DATASET_01_2009_2017_PA,25/08/2011,5, , 
DATASET_01_2009_2017_PA,25/08/2011,6, , 
DATASET_01_2009_2017_PA,25/08/2011,7, , 
DATASET_01_2009_2017_PA,25/08/2011,8, , 
DATASET_01_2009_2017_PA,25/08/2011,9, , 
DATASET_01_2009_2017_PA,25/08/2011,10, , 
DATASET_01_2009_2017_PA,25/08/2011,11, , 
DATASET_01_2009_2017_PA,25/08/2011,12, , 
DATASET_01_2009_2017_PA,25/08/2011,13, , 
DATASET_01_2009_2017_PA,25/08/2011,14, , 
DATASET_01_2009_2017_PA,25/08/2011,15, , 
DATASET_01_2009_2017_PA,25/08/2011,16, , 
DATASET_01_2009_2017_PA,25/08/2011,17, , 
DATASET_01_2009_2017_PA,25/08/2011,18, , 
DATASET_01_2009_2017_PA,25/08/2011,19, , 
DATASET_01_2009_2017_PA,25/08/2011,20, , 
DATASET_01_2009_2017_PA,25/08/2011,21, , 
DATASET_01_2009_2017_PA,25/08/2011,22, , 
DATASET_01_2009_2017_PA,25/08/2011,23, , 
DATASET_01_2009_2017_PA,25/08/2011,24, , 
DATASET_01_2009_2017_PA,26/08/2011,1, , 
DATASET_01_2009_2017_PA,26/08/2011,2, , 
DATASET_01_2009_2017_PA,26/08/2011,3, , 
DATASET_01_2009_2017_PA,26/08/2011,4, , 
DATASET_01_2009_2017_PA,26/08/2011,5, , 
DATASET_01_2009_2017_PA,26/08/2011,6, , 
DATASET_01_2009_2017_PA,26/08/2011,7, , 
DATASET_01_2009_2017_PA,26/08/2011,8, , 
DATASET_01_2009_2017_PA,26/08/2011,9, , 
DATASET_01_2009_2017_PA,26/08/2011,10, , 
DATASET_01_2009_2017_PA,26/08/2011,11, , 
DATASET_01_2009_2017_PA,26/08/2011,12, , 
DATASET_01_2009_2017_PA,26/08/2011,13, , 
DATASET_01_2009_2017_PA,26/08/2011,14, , 
DATASET_01_2009_2017_PA,26/08/2011,15, , 
DATASET_01_2009_2017_PA,26/08/2011,16, , 
DATASET_01_2009_2017_PA,26/08/2011,17, , 
DATASET_01_2009_2017_PA,26/08/2011,18, , 
DATASET_01_2009_2017_PA,26/08/2011,19, , 
DATASET_01_2009_2017_PA,26/08/2011,20, , 
DATASET_01_2009_2017_PA,26/08/2011,21, , 
DATASET_01_2009_2017_PA,26/08/2011,22, , 
DATASET_01_2009_2017_PA,26/08/2011,23, , 
DATASET_01_2009_2017_PA,26/08/2011,24, , 
DATASET_01_2009_2017_PA,27/08/2011,1, , 
DATASET_01_2009_2017_PA,27/08/2011,2, , 
DATASET_01_2009_2017_PA,27/08/2011,3, , 
DATASET_01_2009_2017_PA,27/08/2011,4, , 
DATASET_01_2009_2017_PA,27/08/2011,5, , 
DATASET_01_2009_2017_PA,27/08/2011,6, , 
DATASET_01_2009_2017_PA,27/08/2011,7, , 
DATASET_01_2009_2017_PA,27/08/2011,8, , 
DATASET_01_2009_2017_PA,27/08/2011,9, , 
DATASET_01_2009_2017_PA,27/08/2011,10, , 
DATASET_01_2009_2017_PA,27/08/2011,11, , 
DATASET_01_2009_2017_PA,27/08/2011,12, , 
DATASET_01_2009_2017_PA,27/08/2011,13, , 
DATASET_01_2009_2017_PA,27/08/2011,14, , 
DATASET_01_2009_2017_PA,27/08/2011,15, , 
DATASET_01_2009_2017_PA,27/08/2011,16, , 
DATASET_01_2009_2017_PA,27/08/2011,17, , 
DATASET_01_2009_2017_PA,27/08/2011,18, , 
DATASET_01_2009_2017_PA,27/08/2011,19, , 
DATASET_01_2009_2017_PA,27/08/2011,20, , 
DATASET_01_2009_2017_PA,27/08/2011,21, , 
DATASET_01_2009_2017_PA,27/08/2011,22, , 
DATASET_01_2009_2017_PA,27/08/2011,23, , 
DATASET_01_2009_2017_PA,27/08/2011,24, , 
DATASET_01_2009_2017_PA,28/08/2011,1, , 
DATASET_01_2009_2017_PA,28/08/2011,2, , 
DATASET_01_2009_2017_PA,28/08/2011,3, , 
DATASET_01_2009_2017_PA,28/08/2011,4, , 
DATASET_01_2009_2017_PA,28/08/2011,5, , 
DATASET_01_2009_2017_PA,28/08/2011,6, , 
DATASET_01_2009_2017_PA,28/08/2011,7, , 
DATASET_01_2009_2017_PA,28/08/2011,8, , 
DATASET_01_2009_2017_PA,28/08/2011,9, , 
DATASET_01_2009_2017_PA,28/08/2011,10, , 
DATASET_01_2009_2017_PA,28/08/2011,11, , 
DATASET_01_2009_2017_PA,28/08/2011,12, , 
DATASET_01_2009_2017_PA,28/08/2011,13, , 
DATASET_01_2009_2017_PA,28/08/2011,14, , 
DATASET_01_2009_2017_PA,28/08/2011,15, , 
DATASET_01_2009_2017_PA,28/08/2011,16, , 
DATASET_01_2009_2017_PA,28/08/2011,17, , 
DATASET_01_2009_2017_PA,28/08/2011,18, , 
DATASET_01_2009_2017_PA,28/08/2011,19, , 
DATASET_01_2009_2017_PA,28/08/2011,20, , 
DATASET_01_2009_2017_PA,28/08/2011,21, , 
DATASET_01_2009_2017_PA,28/08/2011,22, , 
DATASET_01_2009_2017_PA,28/08/2011,23, , 
DATASET_01_2009_2017_PA,28/08/2011,24, , 
DATASET_01_2009_2017_PA,29/08/2011,1, , 
DATASET_01_2009_2017_PA,29/08/2011,2, , 
DATASET_01_2009_2017_PA,29/08/2011,3, , 
DATASET_01_2009_2017_PA,29/08/2011,4, , 
DATASET_01_2009_2017_PA,29/08/2011,5, , 
DATASET_01_2009_2017_PA,29/08/2011,6, , 
DATASET_01_2009_2017_PA,29/08/2011,7, , 
DATASET_01_2009_2017_PA,29/08/2011,8, , 
DATASET_01_2009_2017_PA,29/08/2011,9, , 
DATASET_01_2009_2017_PA,29/08/2011,10, , 
DATASET_01_2009_2017_PA,29/08/2011,11, , 
DATASET_01_2009_2017_PA,29/08/2011,12, , 
DATASET_01_2009_2017_PA,29/08/2011,13, , 
DATASET_01_2009_2017_PA,29/08/2011,14, , 
DATASET_01_2009_2017_PA,29/08/2011,15, , 
DATASET_01_2009_2017_PA,29/08/2011,16, , 
DATASET_01_2009_2017_PA,29/08/2011,17, , 
DATASET_01_2009_2017_PA,29/08/2011,18, , 
DATASET_01_2009_2017_PA,29/08/2011,19, , 
DATASET_01_2009_2017_PA,29/08/2011,20, , 
DATASET_01_2009_2017_PA,29/08/2011,21, , 
DATASET_01_2009_2017_PA,29/08/2011,22, , 
DATASET_01_2009_2017_PA,29/08/2011,23, , 
DATASET_01_2009_2017_PA,29/08/2011,24, , 
DATASET_01_2009_2017_PA,30/08/2011,1, , 
DATASET_01_2009_2017_PA,30/08/2011,2, , 
DATASET_01_2009_2017_PA,30/08/2011,3, , 
DATASET_01_2009_2017_PA,30/08/2011,4, , 
DATASET_01_2009_2017_PA,30/08/2011,5, , 
DATASET_01_2009_2017_PA,30/08/2011,6, , 
DATASET_01_2009_2017_PA,30/08/2011,7, , 
DATASET_01_2009_2017_PA,30/08/2011,8, , 
DATASET_01_2009_2017_PA,30/08/2011,9, , 
DATASET_01_2009_2017_PA,30/08/2011,10, , 
DATASET_01_2009_2017_PA,30/08/2011,11, , 
DATASET_01_2009_2017_PA,30/08/2011,12, , 
DATASET_01_2009_2017_PA,30/08/2011,13, , 
DATASET_01_2009_2017_PA,30/08/2011,14, , 
DATASET_01_2009_2017_PA,30/08/2011,15, , 
DATASET_01_2009_2017_PA,30/08/2011,16, , 
DATASET_01_2009_2017_PA,30/08/2011,17, , 
DATASET_01_2009_2017_PA,30/08/2011,18, , 
DATASET_01_2009_2017_PA,30/08/2011,19, , 
DATASET_01_2009_2017_PA,30/08/2011,20, , 
DATASET_01_2009_2017_PA,30/08/2011,21, , 
DATASET_01_2009_2017_PA,30/08/2011,22, , 
DATASET_01_2009_2017_PA,30/08/2011,23, , 
DATASET_01_2009_2017_PA,30/08/2011,24, , 
DATASET_01_2009_2017_PA,31/08/2011,1, , 
DATASET_01_2009_2017_PA,31/08/2011,2, , 
DATASET_01_2009_2017_PA,31/08/2011,3, , 
DATASET_01_2009_2017_PA,31/08/2011,4, , 
DATASET_01_2009_2017_PA,31/08/2011,5, , 
DATASET_01_2009_2017_PA,31/08/2011,6, , 
DATASET_01_2009_2017_PA,31/08/2011,7, , 
DATASET_01_2009_2017_PA,31/08/2011,8, , 
DATASET_01_2009_2017_PA,31/08/2011,9, , 
DATASET_01_2009_2017_PA,31/08/2011,10, , 
DATASET_01_2009_2017_PA,31/08/2011,11, , 
DATASET_01_2009_2017_PA,31/08/2011,12, , 
DATASET_01_2009_2017_PA,31/08/2011,13, , 
DATASET_01_2009_2017_PA,31/08/2011,14, , 
DATASET_01_2009_2017_PA,31/08/2011,15, , 
DATASET_01_2009_2017_PA,31/08/2011,16, , 
DATASET_01_2009_2017_PA,31/08/2011,17, , 
DATASET_01_2009_2017_PA,31/08/2011,18, , 
DATASET_01_2009_2017_PA,31/08/2011,19, , 
DATASET_01_2009_2017_PA,31/08/2011,20, , 
DATASET_01_2009_2017_PA,31/08/2011,21, , 
DATASET_01_2009_2017_PA,31/08/2011,22, , 
DATASET_01_2009_2017_PA,31/08/2011,23, , 
DATASET_01_2009_2017_PA,31/08/2011,24, , 
DATASET_01_2009_2017_PA,01/09/2011,1, , 
DATASET_01_2009_2017_PA,01/09/2011,2, , 
DATASET_01_2009_2017_PA,01/09/2011,3, , 
DATASET_01_2009_2017_PA,01/09/2011,4, , 
DATASET_01_2009_2017_PA,01/09/2011,5, , 
DATASET_01_2009_2017_PA,01/09/2011,6, , 
DATASET_01_2009_2017_PA,01/09/2011,7, , 
DATASET_01_2009_2017_PA,01/09/2011,8, , 
DATASET_01_2009_2017_PA,01/09/2011,9, , 
DATASET_01_2009_2017_PA,01/09/2011,10, , 
DATASET_01_2009_2017_PA,01/09/2011,11, , 
DATASET_01_2009_2017_PA,01/09/2011,12, , 
DATASET_01_2009_2017_PA,01/09/2011,13, , 
DATASET_01_2009_2017_PA,01/09/2011,14, , 
DATASET_01_2009_2017_PA,01/09/2011,15, , 
DATASET_01_2009_2017_PA,01/09/2011,16, , 
DATASET_01_2009_2017_PA,01/09/2011,17, , 
DATASET_01_2009_2017_PA,01/09/2011,18, , 
DATASET_01_2009_2017_PA,01/09/2011,19, , 
DATASET_01_2009_2017_PA,01/09/2011,20, , 
DATASET_01_2009_2017_PA,01/09/2011,21, , 
DATASET_01_2009_2017_PA,01/09/2011,22, , 
DATASET_01_2009_2017_PA,01/09/2011,23, , 
DATASET_01_2009_2017_PA,01/09/2011,24, , 
DATASET_01_2009_2017_PA,02/09/2011,1, , 
DATASET_01_2009_2017_PA,02/09/2011,2, , 
DATASET_01_2009_2017_PA,02/09/2011,3, , 
DATASET_01_2009_2017_PA,02/09/2011,4, , 
DATASET_01_2009_2017_PA,02/09/2011,5, , 
DATASET_01_2009_2017_PA,02/09/2011,6, , 
DATASET_01_2009_2017_PA,02/09/2011,7, , 
DATASET_01_2009_2017_PA,02/09/2011,8, , 
DATASET_01_2009_2017_PA,02/09/2011,9, , 
DATASET_01_2009_2017_PA,02/09/2011,10, , 
DATASET_01_2009_2017_PA,02/09/2011,11, , 
DATASET_01_2009_2017_PA,02/09/2011,12, , 
DATASET_01_2009_2017_PA,02/09/2011,13, , 
DATASET_01_2009_2017_PA,02/09/2011,14, , 
DATASET_01_2009_2017_PA,02/09/2011,15, , 
DATASET_01_2009_2017_PA,02/09/2011,16, , 
DATASET_01_2009_2017_PA,02/09/2011,17, , 
DATASET_01_2009_2017_PA,02/09/2011,18, , 
DATASET_01_2009_2017_PA,02/09/2011,19, , 
DATASET_01_2009_2017_PA,02/09/2011,20, , 
DATASET_01_2009_2017_PA,02/09/2011,21, , 
DATASET_01_2009_2017_PA,02/09/2011,22, , 
DATASET_01_2009_2017_PA,02/09/2011,23, , 
DATASET_01_2009_2017_PA,02/09/2011,24, , 
DATASET_01_2009_2017_PA,03/09/2011,1, , 
DATASET_01_2009_2017_PA,03/09/2011,2, , 
DATASET_01_2009_2017_PA,03/09/2011,3, , 
DATASET_01_2009_2017_PA,03/09/2011,4, , 
DATASET_01_2009_2017_PA,03/09/2011,5, , 
DATASET_01_2009_2017_PA,03/09/2011,6, , 
DATASET_01_2009_2017_PA,03/09/2011,7, , 
DATASET_01_2009_2017_PA,03/09/2011,8, , 
DATASET_01_2009_2017_PA,03/09/2011,9, , 
DATASET_01_2009_2017_PA,03/09/2011,10, , 
DATASET_01_2009_2017_PA,03/09/2011,11, , 
DATASET_01_2009_2017_PA,03/09/2011,12, , 
DATASET_01_2009_2017_PA,03/09/2011,13, , 
DATASET_01_2009_2017_PA,03/09/2011,14, , 
DATASET_01_2009_2017_PA,03/09/2011,15, , 
DATASET_01_2009_2017_PA,03/09/2011,16, , 
DATASET_01_2009_2017_PA,03/09/2011,17, , 
DATASET_01_2009_2017_PA,03/09/2011,18, , 
DATASET_01_2009_2017_PA,03/09/2011,19, , 
DATASET_01_2009_2017_PA,03/09/2011,20, , 
DATASET_01_2009_2017_PA,03/09/2011,21, , 
DATASET_01_2009_2017_PA,03/09/2011,22, , 
DATASET_01_2009_2017_PA,03/09/2011,23, , 
DATASET_01_2009_2017_PA,03/09/2011,24, , 
DATASET_01_2009_2017_PA,04/09/2011,1, , 
DATASET_01_2009_2017_PA,04/09/2011,2, , 
DATASET_01_2009_2017_PA,04/09/2011,3, , 
DATASET_01_2009_2017_PA,04/09/2011,4, , 
DATASET_01_2009_2017_PA,04/09/2011,5, , 
DATASET_01_2009_2017_PA,04/09/2011,6, , 
DATASET_01_2009_2017_PA,04/09/2011,7, , 
DATASET_01_2009_2017_PA,04/09/2011,8, , 
DATASET_01_2009_2017_PA,04/09/2011,9, , 
DATASET_01_2009_2017_PA,04/09/2011,10, , 
DATASET_01_2009_2017_PA,04/09/2011,11, , 
DATASET_01_2009_2017_PA,04/09/2011,12, , 
DATASET_01_2009_2017_PA,04/09/2011,13, , 
DATASET_01_2009_2017_PA,04/09/2011,14, , 
DATASET_01_2009_2017_PA,04/09/2011,15, , 
DATASET_01_2009_2017_PA,04/09/2011,16, , 
DATASET_01_2009_2017_PA,04/09/2011,17, , 
DATASET_01_2009_2017_PA,04/09/2011,18, , 
DATASET_01_2009_2017_PA,04/09/2011,19, , 
DATASET_01_2009_2017_PA,04/09/2011,20, , 
DATASET_01_2009_2017_PA,04/09/2011,21, , 
DATASET_01_2009_2017_PA,04/09/2011,22, , 
DATASET_01_2009_2017_PA,04/09/2011,23, , 
DATASET_01_2009_2017_PA,04/09/2011,24, , 
DATASET_01_2009_2017_PA,05/09/2011,1, , 
DATASET_01_2009_2017_PA,05/09/2011,2, , 
DATASET_01_2009_2017_PA,05/09/2011,3, , 
DATASET_01_2009_2017_PA,05/09/2011,4, , 
DATASET_01_2009_2017_PA,05/09/2011,5, , 
DATASET_01_2009_2017_PA,05/09/2011,6, , 
DATASET_01_2009_2017_PA,05/09/2011,7, , 
DATASET_01_2009_2017_PA,05/09/2011,8, , 
DATASET_01_2009_2017_PA,05/09/2011,9, , 
DATASET_01_2009_2017_PA,05/09/2011,10, , 
DATASET_01_2009_2017_PA,05/09/2011,11, , 
DATASET_01_2009_2017_PA,05/09/2011,12, , 
DATASET_01_2009_2017_PA,05/09/2011,13, , 
DATASET_01_2009_2017_PA,05/09/2011,14, , 
DATASET_01_2009_2017_PA,05/09/2011,15, , 
DATASET_01_2009_2017_PA,05/09/2011,16, , 
DATASET_01_2009_2017_PA,05/09/2011,17, , 
DATASET_01_2009_2017_PA,05/09/2011,18, , 
DATASET_01_2009_2017_PA,05/09/2011,19, , 
DATASET_01_2009_2017_PA,05/09/2011,20, , 
DATASET_01_2009_2017_PA,05/09/2011,21, , 
DATASET_01_2009_2017_PA,05/09/2011,22, , 
DATASET_01_2009_2017_PA,05/09/2011,23, , 
DATASET_01_2009_2017_PA,05/09/2011,24, , 
DATASET_01_2009_2017_PA,06/09/2011,1, , 
DATASET_01_2009_2017_PA,06/09/2011,2, , 
DATASET_01_2009_2017_PA,06/09/2011,3, , 
DATASET_01_2009_2017_PA,06/09/2011,4, , 
DATASET_01_2009_2017_PA,06/09/2011,5, , 
DATASET_01_2009_2017_PA,06/09/2011,6, , 
DATASET_01_2009_2017_PA,06/09/2011,7, , 
DATASET_01_2009_2017_PA,06/09/2011,8, , 
DATASET_01_2009_2017_PA,06/09/2011,9, , 
DATASET_01_2009_2017_PA,06/09/2011,10, , 
DATASET_01_2009_2017_PA,06/09/2011,11, , 
DATASET_01_2009_2017_PA,06/09/2011,12, , 
DATASET_01_2009_2017_PA,06/09/2011,13, , 
DATASET_01_2009_2017_PA,06/09/2011,14, , 
DATASET_01_2009_2017_PA,06/09/2011,15, , 
DATASET_01_2009_2017_PA,06/09/2011,16, , 
DATASET_01_2009_2017_PA,06/09/2011,17, , 
DATASET_01_2009_2017_PA,06/09/2011,18, , 
DATASET_01_2009_2017_PA,06/09/2011,19, , 
DATASET_01_2009_2017_PA,06/09/2011,20, , 
DATASET_01_2009_2017_PA,06/09/2011,21, , 
DATASET_01_2009_2017_PA,06/09/2011,22, , 
DATASET_01_2009_2017_PA,06/09/2011,23, , 
DATASET_01_2009_2017_PA,06/09/2011,24, , 
DATASET_01_2009_2017_PA,07/09/2011,1, , 
DATASET_01_2009_2017_PA,07/09/2011,2, , 
DATASET_01_2009_2017_PA,07/09/2011,3, , 
DATASET_01_2009_2017_PA,07/09/2011,4, , 
DATASET_01_2009_2017_PA,07/09/2011,5, , 
DATASET_01_2009_2017_PA,07/09/2011,6, , 
DATASET_01_2009_2017_PA,07/09/2011,7, , 
DATASET_01_2009_2017_PA,07/09/2011,8, , 
DATASET_01_2009_2017_PA,07/09/2011,9, , 
DATASET_01_2009_2017_PA,07/09/2011,10, , 
DATASET_01_2009_2017_PA,07/09/2011,11, , 
DATASET_01_2009_2017_PA,07/09/2011,12, , 
DATASET_01_2009_2017_PA,07/09/2011,13, , 
DATASET_01_2009_2017_PA,07/09/2011,14, , 
DATASET_01_2009_2017_PA,07/09/2011,15, , 
DATASET_01_2009_2017_PA,07/09/2011,16, , 
DATASET_01_2009_2017_PA,07/09/2011,17, , 
DATASET_01_2009_2017_PA,07/09/2011,18, , 
DATASET_01_2009_2017_PA,07/09/2011,19, , 
DATASET_01_2009_2017_PA,07/09/2011,20, , 
DATASET_01_2009_2017_PA,07/09/2011,21, , 
DATASET_01_2009_2017_PA,07/09/2011,22, , 
DATASET_01_2009_2017_PA,07/09/2011,23, , 
DATASET_01_2009_2017_PA,07/09/2011,24, , 
DATASET_01_2009_2017_PA,08/09/2011,1, , 
DATASET_01_2009_2017_PA,08/09/2011,2, , 
DATASET_01_2009_2017_PA,08/09/2011,3, , 
DATASET_01_2009_2017_PA,08/09/2011,4, , 
DATASET_01_2009_2017_PA,08/09/2011,5, , 
DATASET_01_2009_2017_PA,08/09/2011,6, , 
DATASET_01_2009_2017_PA,08/09/2011,7, , 
DATASET_01_2009_2017_PA,08/09/2011,8, , 
DATASET_01_2009_2017_PA,08/09/2011,9, , 
DATASET_01_2009_2017_PA,08/09/2011,10, , 
DATASET_01_2009_2017_PA,08/09/2011,11, , 
DATASET_01_2009_2017_PA,08/09/2011,12, , 
DATASET_01_2009_2017_PA,08/09/2011,13, , 
DATASET_01_2009_2017_PA,08/09/2011,14, , 
DATASET_01_2009_2017_PA,08/09/2011,15, , 
DATASET_01_2009_2017_PA,08/09/2011,16, , 
DATASET_01_2009_2017_PA,08/09/2011,17, , 
DATASET_01_2009_2017_PA,08/09/2011,18, , 
DATASET_01_2009_2017_PA,08/09/2011,19, , 
DATASET_01_2009_2017_PA,08/09/2011,20, , 
DATASET_01_2009_2017_PA,08/09/2011,21, , 
DATASET_01_2009_2017_PA,08/09/2011,22, , 
DATASET_01_2009_2017_PA,08/09/2011,23, , 
DATASET_01_2009_2017_PA,08/09/2011,24, , 
DATASET_01_2009_2017_PA,09/09/2011,1, , 
DATASET_01_2009_2017_PA,09/09/2011,2, , 
DATASET_01_2009_2017_PA,09/09/2011,3, , 
DATASET_01_2009_2017_PA,09/09/2011,4, , 
DATASET_01_2009_2017_PA,09/09/2011,5, , 
DATASET_01_2009_2017_PA,09/09/2011,6, , 
DATASET_01_2009_2017_PA,09/09/2011,7, , 
DATASET_01_2009_2017_PA,09/09/2011,8, , 
DATASET_01_2009_2017_PA,09/09/2011,9, , 
DATASET_01_2009_2017_PA,09/09/2011,10, , 
DATASET_01_2009_2017_PA,09/09/2011,11, , 
DATASET_01_2009_2017_PA,09/09/2011,12, , 
DATASET_01_2009_2017_PA,09/09/2011,13, , 
DATASET_01_2009_2017_PA,09/09/2011,14, , 
DATASET_01_2009_2017_PA,09/09/2011,15, , 
DATASET_01_2009_2017_PA,09/09/2011,16, , 
DATASET_01_2009_2017_PA,09/09/2011,17, , 
DATASET_01_2009_2017_PA,09/09/2011,18, , 
DATASET_01_2009_2017_PA,09/09/2011,19, , 
DATASET_01_2009_2017_PA,09/09/2011,20, , 
DATASET_01_2009_2017_PA,09/09/2011,21, , 
DATASET_01_2009_2017_PA,09/09/2011,22, , 
DATASET_01_2009_2017_PA,09/09/2011,23, , 
DATASET_01_2009_2017_PA,09/09/2011,24, , 
DATASET_01_2009_2017_PA,10/09/2011,1, , 
DATASET_01_2009_2017_PA,10/09/2011,2, , 
DATASET_01_2009_2017_PA,10/09/2011,3, , 
DATASET_01_2009_2017_PA,10/09/2011,4, , 
DATASET_01_2009_2017_PA,10/09/2011,5, , 
DATASET_01_2009_2017_PA,10/09/2011,6, , 
DATASET_01_2009_2017_PA,10/09/2011,7, , 
DATASET_01_2009_2017_PA,10/09/2011,8, , 
DATASET_01_2009_2017_PA,10/09/2011,9, , 
DATASET_01_2009_2017_PA,10/09/2011,10, , 
DATASET_01_2009_2017_PA,10/09/2011,11, , 
DATASET_01_2009_2017_PA,10/09/2011,12, , 
DATASET_01_2009_2017_PA,10/09/2011,13, , 
DATASET_01_2009_2017_PA,10/09/2011,14, , 
DATASET_01_2009_2017_PA,10/09/2011,15, , 
DATASET_01_2009_2017_PA,10/09/2011,16, , 
DATASET_01_2009_2017_PA,10/09/2011,17, , 
DATASET_01_2009_2017_PA,10/09/2011,18, , 
DATASET_01_2009_2017_PA,10/09/2011,19, , 
DATASET_01_2009_2017_PA,10/09/2011,20, , 
DATASET_01_2009_2017_PA,10/09/2011,21, , 
DATASET_01_2009_2017_PA,10/09/2011,22, , 
DATASET_01_2009_2017_PA,10/09/2011,23, , 
DATASET_01_2009_2017_PA,10/09/2011,24, , 
DATASET_01_2009_2017_PA,11/09/2011,1, , 
DATASET_01_2009_2017_PA,11/09/2011,2, , 
DATASET_01_2009_2017_PA,11/09/2011,3, , 
DATASET_01_2009_2017_PA,11/09/2011,4, , 
DATASET_01_2009_2017_PA,11/09/2011,5, , 
DATASET_01_2009_2017_PA,11/09/2011,6, , 
DATASET_01_2009_2017_PA,11/09/2011,7, , 
DATASET_01_2009_2017_PA,11/09/2011,8, , 
DATASET_01_2009_2017_PA,11/09/2011,9, , 
DATASET_01_2009_2017_PA,11/09/2011,10, , 
DATASET_01_2009_2017_PA,11/09/2011,11, , 
DATASET_01_2009_2017_PA,11/09/2011,12, , 
DATASET_01_2009_2017_PA,11/09/2011,13, , 
DATASET_01_2009_2017_PA,11/09/2011,14, , 
DATASET_01_2009_2017_PA,11/09/2011,15, , 
DATASET_01_2009_2017_PA,11/09/2011,16, , 
DATASET_01_2009_2017_PA,11/09/2011,17, , 
DATASET_01_2009_2017_PA,11/09/2011,18, , 
DATASET_01_2009_2017_PA,11/09/2011,19, , 
DATASET_01_2009_2017_PA,11/09/2011,20, , 
DATASET_01_2009_2017_PA,11/09/2011,21, , 
DATASET_01_2009_2017_PA,11/09/2011,22, , 
DATASET_01_2009_2017_PA,11/09/2011,23, , 
DATASET_01_2009_2017_PA,11/09/2011,24, , 
DATASET_01_2009_2017_PA,12/09/2011,1, , 
DATASET_01_2009_2017_PA,12/09/2011,2, , 
DATASET_01_2009_2017_PA,12/09/2011,3, , 
DATASET_01_2009_2017_PA,12/09/2011,4, , 
DATASET_01_2009_2017_PA,12/09/2011,5, , 
DATASET_01_2009_2017_PA,12/09/2011,6, , 
DATASET_01_2009_2017_PA,12/09/2011,7, , 
DATASET_01_2009_2017_PA,12/09/2011,8, , 
DATASET_01_2009_2017_PA,12/09/2011,9, , 
DATASET_01_2009_2017_PA,12/09/2011,10, , 
DATASET_01_2009_2017_PA,12/09/2011,11, , 
DATASET_01_2009_2017_PA,12/09/2011,12, , 
DATASET_01_2009_2017_PA,12/09/2011,13, , 
DATASET_01_2009_2017_PA,12/09/2011,14, , 
DATASET_01_2009_2017_PA,12/09/2011,15, , 
DATASET_01_2009_2017_PA,12/09/2011,16, , 
DATASET_01_2009_2017_PA,12/09/2011,17, , 
DATASET_01_2009_2017_PA,12/09/2011,18, , 
DATASET_01_2009_2017_PA,12/09/2011,19, , 
DATASET_01_2009_2017_PA,12/09/2011,20, , 
DATASET_01_2009_2017_PA,12/09/2011,21, , 
DATASET_01_2009_2017_PA,12/09/2011,22, , 
DATASET_01_2009_2017_PA,12/09/2011,23, , 
DATASET_01_2009_2017_PA,12/09/2011,24, , 
DATASET_01_2009_2017_PA,13/09/2011,1, , 
DATASET_01_2009_2017_PA,13/09/2011,2, , 
DATASET_01_2009_2017_PA,13/09/2011,3, , 
DATASET_01_2009_2017_PA,13/09/2011,4, , 
