FECHA,AIRQ_CO2,DATASET
1850,,DATASET_05_1850_2012_BRA
1851,,DATASET_05_1850_2012_BRA
1852,,DATASET_05_1850_2012_BRA
1853,,DATASET_05_1850_2012_BRA
1854,,DATASET_05_1850_2012_BRA
1855,,DATASET_05_1850_2012_BRA
1856,,DATASET_05_1850_2012_BRA
1857,,DATASET_05_1850_2012_BRA
1858,,DATASET_05_1850_2012_BRA
1859,,DATASET_05_1850_2012_BRA
1860,,DATASET_05_1850_2012_BRA
1861,,DATASET_05_1850_2012_BRA
1862,,DATASET_05_1850_2012_BRA
1863,,DATASET_05_1850_2012_BRA
1864,,DATASET_05_1850_2012_BRA
1865,,DATASET_05_1850_2012_BRA
1866,,DATASET_05_1850_2012_BRA
1867,,DATASET_05_1850_2012_BRA
1868,,DATASET_05_1850_2012_BRA
1869,,DATASET_05_1850_2012_BRA
1870,,DATASET_05_1850_2012_BRA
1871,,DATASET_05_1850_2012_BRA
1872,,DATASET_05_1850_2012_BRA
1873,,DATASET_05_1850_2012_BRA
1874,,DATASET_05_1850_2012_BRA
1875,,DATASET_05_1850_2012_BRA
1876,,DATASET_05_1850_2012_BRA
1877,,DATASET_05_1850_2012_BRA
1878,,DATASET_05_1850_2012_BRA
1879,,DATASET_05_1850_2012_BRA
1880,,DATASET_05_1850_2012_BRA
1881,,DATASET_05_1850_2012_BRA
1882,,DATASET_05_1850_2012_BRA
1883,,DATASET_05_1850_2012_BRA
1884,,DATASET_05_1850_2012_BRA
1885,,DATASET_05_1850_2012_BRA
1886,,DATASET_05_1850_2012_BRA
1887,,DATASET_05_1850_2012_BRA
1888,,DATASET_05_1850_2012_BRA
1889,,DATASET_05_1850_2012_BRA
1890,,DATASET_05_1850_2012_BRA
1891,,DATASET_05_1850_2012_BRA
1892,,DATASET_05_1850_2012_BRA
1893,,DATASET_05_1850_2012_BRA
1894,,DATASET_05_1850_2012_BRA
1895,,DATASET_05_1850_2012_BRA
1896,,DATASET_05_1850_2012_BRA
1897,,DATASET_05_1850_2012_BRA
1898,,DATASET_05_1850_2012_BRA
1899,,DATASET_05_1850_2012_BRA
1900,,DATASET_05_1850_2012_BRA
1901,2.1031,DATASET_05_1850_2012_BRA
1902,2.5062,DATASET_05_1850_2012_BRA
1903,2.4402,DATASET_05_1850_2012_BRA
1904,2.6198,DATASET_05_1850_2012_BRA
1905,2.7993,DATASET_05_1850_2012_BRA
1906,3.206,DATASET_05_1850_2012_BRA
1907,3.4515,DATASET_05_1850_2012_BRA
1908,3.5944,DATASET_05_1850_2012_BRA
1909,3.609,DATASET_05_1850_2012_BRA
1910,4.1989,DATASET_05_1850_2012_BRA
1911,4.6056,DATASET_05_1850_2012_BRA
1912,5.5913,DATASET_05_1850_2012_BRA
1913,6.0346,DATASET_05_1850_2012_BRA
1914,4.1073,DATASET_05_1850_2012_BRA
1915,3.1437,DATASET_05_1850_2012_BRA
1916,2.8799,DATASET_05_1850_2012_BRA
1917,2.4988,DATASET_05_1850_2012_BRA
1918,2.323,DATASET_05_1850_2012_BRA
1919,3.0704,DATASET_05_1850_2012_BRA
1920,3.6457,DATASET_05_1850_2012_BRA
1921,2.8909,DATASET_05_1850_2012_BRA
1922,3.7812,DATASET_05_1850_2012_BRA
1923,4.6166,DATASET_05_1850_2012_BRA
1924,5.104,DATASET_05_1850_2012_BRA
1925,5.3751,DATASET_05_1850_2012_BRA
1926,5.4777,DATASET_05_1850_2012_BRA
1927,6.0749,DATASET_05_1850_2012_BRA
1928,5.9284,DATASET_05_1850_2012_BRA
1929,6.346,DATASET_05_1850_2012_BRA
1930,5.518,DATASET_05_1850_2012_BRA
1931,4.1696,DATASET_05_1850_2012_BRA
1932,4.1696,DATASET_05_1850_2012_BRA
1933,4.7229,DATASET_05_1850_2012_BRA
1934,4.624,DATASET_05_1850_2012_BRA
1935,5.5143,DATASET_05_1850_2012_BRA
1936,5.1516,DATASET_05_1850_2012_BRA
1937,6.0896,DATASET_05_1850_2012_BRA
1938,6.0932,DATASET_05_1850_2012_BRA
1939,5.9467,DATASET_05_1850_2012_BRA
1940,6.4889,DATASET_05_1850_2012_BRA
1941,6.2838,DATASET_05_1850_2012_BRA
1942,5.8734,DATASET_05_1850_2012_BRA
1943,6.4816,DATASET_05_1850_2012_BRA
1944,5.899,DATASET_05_1850_2012_BRA
1945,6.826,DATASET_05_1850_2012_BRA
1946,7.4672,DATASET_05_1850_2012_BRA
1947,8.9512,DATASET_05_1850_2012_BRA
1948,7.852,DATASET_05_1850_2012_BRA
1949,7.3756,DATASET_05_1850_2012_BRA
1950,19.6574,DATASET_05_1850_2012_BRA
1951,21.6506,DATASET_05_1850_2012_BRA
1952,24.9299,DATASET_05_1850_2012_BRA
1953,25.179,DATASET_05_1850_2012_BRA
1954,29.5648,DATASET_05_1850_2012_BRA
1955,33.9176,DATASET_05_1850_2012_BRA
1956,36.4568,DATASET_05_1850_2012_BRA
1957,35.8083,DATASET_05_1850_2012_BRA
1958,38.7578,DATASET_05_1850_2012_BRA
1959,38.5856,DATASET_05_1850_2012_BRA
1960,46.324,DATASET_05_1850_2012_BRA
1961,48.6103,DATASET_05_1850_2012_BRA
1962,53.1353,DATASET_05_1850_2012_BRA
1963,55.0772,DATASET_05_1850_2012_BRA
1964,56.1361,DATASET_05_1850_2012_BRA
1965,55.7001,DATASET_05_1850_2012_BRA
1966,63.4788,DATASET_05_1850_2012_BRA
1967,65.2961,DATASET_05_1850_2012_BRA
1968,76.3724,DATASET_05_1850_2012_BRA
1969,82.9713,DATASET_05_1850_2012_BRA
1970,91.7942,DATASET_05_1850_2012_BRA
1971,95.1241,DATASET_05_1850_2012_BRA
1972,104.0319,DATASET_05_1850_2012_BRA
1973,122.1258,DATASET_05_1850_2012_BRA
1974,135.0606,DATASET_05_1850_2012_BRA
1975,144.3573,DATASET_05_1850_2012_BRA
1976,159.1211,DATASET_05_1850_2012_BRA
1977,164.4767,DATASET_05_1850_2012_BRA
1978,180.3019,DATASET_05_1850_2012_BRA
1979,193.5853,DATASET_05_1850_2012_BRA
1980,191.1395,DATASET_05_1850_2012_BRA
1981,177.7516,DATASET_05_1850_2012_BRA
1982,179.01,DATASET_05_1850_2012_BRA
1983,168.3884,DATASET_05_1850_2012_BRA
1984,171.6366,DATASET_05_1850_2012_BRA
1985,176.2788,DATASET_05_1850_2012_BRA
1986,196.7128,DATASET_05_1850_2012_BRA
1987,201.8088,DATASET_05_1850_2012_BRA
1988,205.4791,DATASET_05_1850_2012_BRA
1989,207.9464,DATASET_05_1850_2012_BRA
1990,207.956,DATASET_05_1850_2012_BRA
1991,214.988,DATASET_05_1850_2012_BRA
1992,217.9696,DATASET_05_1850_2012_BRA
1993,224.8841,DATASET_05_1850_2012_BRA
1994,233.3842,DATASET_05_1850_2012_BRA
1995,251.6037,DATASET_05_1850_2012_BRA
1996,273.9978,DATASET_05_1850_2012_BRA
1997,294.1065,DATASET_05_1850_2012_BRA
1998,303.6795,DATASET_05_1850_2012_BRA
1999,314.6126,DATASET_05_1850_2012_BRA
2000,326.8958,DATASET_05_1850_2012_BRA
2001,332.995,DATASET_05_1850_2012_BRA
