DATASET,FECHA,HORA,AIRQ_CO,AIRQ_NO2
DATASET_01_2009_2017_CO,18/08/2010,5,0.17, 
DATASET_01_2009_2017_CO,18/08/2010,6,0.13, 
DATASET_01_2009_2017_CO,18/08/2010,7,0.09, 
DATASET_01_2009_2017_CO,18/08/2010,8,0.14, 
DATASET_01_2009_2017_CO,18/08/2010,9,0.19, 
DATASET_01_2009_2017_CO,18/08/2010,10,0.21, 
DATASET_01_2009_2017_CO,18/08/2010,11,0.24, 
DATASET_01_2009_2017_CO,18/08/2010,12,0.28, 
DATASET_01_2009_2017_CO,18/08/2010,13,0.39, 
DATASET_01_2009_2017_CO,18/08/2010,14,0.52, 
DATASET_01_2009_2017_CO,18/08/2010,15,0.67, 
DATASET_01_2009_2017_CO,18/08/2010,16,0.8, 
DATASET_01_2009_2017_CO,18/08/2010,17,1, 
DATASET_01_2009_2017_CO,18/08/2010,18,1.19, 
DATASET_01_2009_2017_CO,18/08/2010,19,1.42, 
DATASET_01_2009_2017_CO,18/08/2010,20,1.62, 
DATASET_01_2009_2017_CO,18/08/2010,21,1.78, 
DATASET_01_2009_2017_CO,18/08/2010,22,2.07, 
DATASET_01_2009_2017_CO,18/08/2010,23,2.28, 
DATASET_01_2009_2017_CO,18/08/2010,24,2.29, 
DATASET_01_2009_2017_CO,19/08/2010,1,2.27, 
DATASET_01_2009_2017_CO,19/08/2010,2,2.28, 
DATASET_01_2009_2017_CO,19/08/2010,3,2.14, 
DATASET_01_2009_2017_CO,19/08/2010,4,1.94, 
DATASET_01_2009_2017_CO,19/08/2010,5,1.69, 
DATASET_01_2009_2017_CO,19/08/2010,6,1.3, 
DATASET_01_2009_2017_CO,19/08/2010,7,0.97, 
DATASET_01_2009_2017_CO,19/08/2010,8,0.95, 
DATASET_01_2009_2017_CO,19/08/2010,9,0.97, 
DATASET_01_2009_2017_CO,19/08/2010,10,0.98, 
DATASET_01_2009_2017_CO,19/08/2010,11,1.05, 
DATASET_01_2009_2017_CO,19/08/2010,12,1.19, 
DATASET_01_2009_2017_CO,19/08/2010,13,1.36, 
DATASET_01_2009_2017_CO,19/08/2010,14,1.45, 
DATASET_01_2009_2017_CO,19/08/2010,15,1.58, 
DATASET_01_2009_2017_CO,19/08/2010,16,1.63, 
DATASET_01_2009_2017_CO,19/08/2010,17,1.54, 
DATASET_01_2009_2017_CO,19/08/2010,18,1.47, 
DATASET_01_2009_2017_CO,19/08/2010,19,1.42, 
DATASET_01_2009_2017_CO,19/08/2010,20,1.43, 
DATASET_01_2009_2017_CO,19/08/2010,21,1.53, 
DATASET_01_2009_2017_CO,19/08/2010,22,1.7, 
DATASET_01_2009_2017_CO,19/08/2010,23,1.8, 
DATASET_01_2009_2017_CO,19/08/2010,24,1.8, 
DATASET_01_2009_2017_CO,20/08/2010,1,1.75, 
DATASET_01_2009_2017_CO,20/08/2010,2,1.73, 
DATASET_01_2009_2017_CO,20/08/2010,3,1.6, 
DATASET_01_2009_2017_CO,20/08/2010,4,1.41, 
DATASET_01_2009_2017_CO,20/08/2010,5,1.12, 
DATASET_01_2009_2017_CO,20/08/2010,6,0.83, 
DATASET_01_2009_2017_CO,20/08/2010,7,0.57, 
DATASET_01_2009_2017_CO,20/08/2010,8,0.47, 
DATASET_01_2009_2017_CO,20/08/2010,9,0.66, 
DATASET_01_2009_2017_CO,20/08/2010,10,0.85, 
DATASET_01_2009_2017_CO,20/08/2010,11,0.96, 
DATASET_01_2009_2017_CO,20/08/2010,12,1, 
DATASET_01_2009_2017_CO,20/08/2010,13,1.02, 
DATASET_01_2009_2017_CO,20/08/2010,14,1.02, 
DATASET_01_2009_2017_CO,20/08/2010,15,1.01, 
DATASET_01_2009_2017_CO,20/08/2010,16,0.92, 
DATASET_01_2009_2017_CO,20/08/2010,17,0.64, 
DATASET_01_2009_2017_CO,20/08/2010,18,0.34, 
DATASET_01_2009_2017_CO,20/08/2010,19,0.25, 
DATASET_01_2009_2017_CO,20/08/2010,20,0.23, 
DATASET_01_2009_2017_CO,20/08/2010,21,0.25, 
DATASET_01_2009_2017_CO,20/08/2010,22,0.27, 
DATASET_01_2009_2017_CO,20/08/2010,23,0.27, 
DATASET_01_2009_2017_CO,20/08/2010,24,0.24, 
DATASET_01_2009_2017_CO,21/08/2010,1,0.22, 
DATASET_01_2009_2017_CO,21/08/2010,2,0.18, 
DATASET_01_2009_2017_CO,21/08/2010,3,0.15, 
DATASET_01_2009_2017_CO,21/08/2010,4,0.13, 
DATASET_01_2009_2017_CO,21/08/2010,5,0.09, 
DATASET_01_2009_2017_CO,21/08/2010,6,0.05, 
DATASET_01_2009_2017_CO,21/08/2010,7,0.05, 
DATASET_01_2009_2017_CO,21/08/2010,8,0.06, 
DATASET_01_2009_2017_CO,21/08/2010,9,0.09, 
DATASET_01_2009_2017_CO,21/08/2010,10,0.11, 
DATASET_01_2009_2017_CO,21/08/2010,11,0.12, 
DATASET_01_2009_2017_CO,21/08/2010,12,0.14, 
DATASET_01_2009_2017_CO,21/08/2010,13,0.15, 
DATASET_01_2009_2017_CO,21/08/2010,14,0.16, 
DATASET_01_2009_2017_CO,21/08/2010,15,0.16, 
DATASET_01_2009_2017_CO,21/08/2010,16,0.16, 
DATASET_01_2009_2017_CO,21/08/2010,17,0.14, 
DATASET_01_2009_2017_CO,21/08/2010,18,0.14, 
DATASET_01_2009_2017_CO,21/08/2010,19,0.16, 
DATASET_01_2009_2017_CO,21/08/2010,20,0.28, 
DATASET_01_2009_2017_CO,21/08/2010,21,0.54, 
DATASET_01_2009_2017_CO,21/08/2010,22,0.84, 
DATASET_01_2009_2017_CO,21/08/2010,23,1.09, 
DATASET_01_2009_2017_CO,21/08/2010,24,1.24, 
DATASET_01_2009_2017_CO,22/08/2010,1,1.29, 
DATASET_01_2009_2017_CO,22/08/2010,2,1.45, 
DATASET_01_2009_2017_CO,22/08/2010,3,1.59, 
DATASET_01_2009_2017_CO,22/08/2010,4,1.58, 
DATASET_01_2009_2017_CO,22/08/2010,5,1.4, 
DATASET_01_2009_2017_CO,22/08/2010,6,1.16, 
DATASET_01_2009_2017_CO,22/08/2010,7,0.98, 
DATASET_01_2009_2017_CO,22/08/2010,8,0.89, 
DATASET_01_2009_2017_CO,22/08/2010,9,0.86, 
DATASET_01_2009_2017_CO,22/08/2010,10,0.72, 
DATASET_01_2009_2017_CO,22/08/2010,11,0.54, 
DATASET_01_2009_2017_CO,22/08/2010,12,0.42, 
DATASET_01_2009_2017_CO,22/08/2010,13,0.33, 
DATASET_01_2009_2017_CO,22/08/2010,14,0.29, 
DATASET_01_2009_2017_CO,22/08/2010,15,0.25, 
DATASET_01_2009_2017_CO,22/08/2010,16,0.23, 
DATASET_01_2009_2017_CO,22/08/2010,17,0.31, 
DATASET_01_2009_2017_CO,22/08/2010,18,0.5, 
DATASET_01_2009_2017_CO,22/08/2010,19,0.7, 
DATASET_01_2009_2017_CO,22/08/2010,20,0.91, 
DATASET_01_2009_2017_CO,22/08/2010,21,1.1, 
DATASET_01_2009_2017_CO,22/08/2010,22,1.22, 
DATASET_01_2009_2017_CO,22/08/2010,23,1.38, 
DATASET_01_2009_2017_CO,22/08/2010,24,1.5, 
DATASET_01_2009_2017_CO,23/08/2010,1,1.58, 
DATASET_01_2009_2017_CO,23/08/2010,2,1.56, 
DATASET_01_2009_2017_CO,23/08/2010,3,1.43, 
DATASET_01_2009_2017_CO,23/08/2010,4,1.26, 
DATASET_01_2009_2017_CO,23/08/2010,5,1.1, 
DATASET_01_2009_2017_CO,23/08/2010,6,1.02, 
DATASET_01_2009_2017_CO,23/08/2010,7,0.95, 
DATASET_01_2009_2017_CO,23/08/2010,8,1.03, 
DATASET_01_2009_2017_CO,23/08/2010,9,1.24, 
DATASET_01_2009_2017_CO,23/08/2010,10,1.4, 
DATASET_01_2009_2017_CO,23/08/2010,11,1.65, 
DATASET_01_2009_2017_CO,23/08/2010,12,1.9, 
DATASET_01_2009_2017_CO,23/08/2010,13,2.13, 
DATASET_01_2009_2017_CO,23/08/2010,14,2.38, 
DATASET_01_2009_2017_CO,23/08/2010,15,2.54, 
DATASET_01_2009_2017_CO,23/08/2010,16,2.58, 
DATASET_01_2009_2017_CO,23/08/2010,17,2.45, 
DATASET_01_2009_2017_CO,23/08/2010,18,2.43, 
DATASET_01_2009_2017_CO,23/08/2010,19,2.39, 
DATASET_01_2009_2017_CO,23/08/2010,20,2.37, 
DATASET_01_2009_2017_CO,23/08/2010,21,2.38, 
DATASET_01_2009_2017_CO,23/08/2010,22,2.27, 
DATASET_01_2009_2017_CO,23/08/2010,23,2.18, 
DATASET_01_2009_2017_CO,23/08/2010,24,1.99, 
DATASET_01_2009_2017_CO,24/08/2010,1,1.73, 
DATASET_01_2009_2017_CO,24/08/2010,2,1.4, 
DATASET_01_2009_2017_CO,24/08/2010,3,1.11, 
DATASET_01_2009_2017_CO,24/08/2010,4,0.83, 
DATASET_01_2009_2017_CO,24/08/2010,5,0.56, 
DATASET_01_2009_2017_CO,24/08/2010,6,0.36, 
DATASET_01_2009_2017_CO,24/08/2010,7,0.19, 
DATASET_01_2009_2017_CO,24/08/2010,8,0.21, 
DATASET_01_2009_2017_CO,24/08/2010,9,0.3, 
DATASET_01_2009_2017_CO,24/08/2010,10,0.47, 
DATASET_01_2009_2017_CO,24/08/2010,11,0.66, 
DATASET_01_2009_2017_CO,24/08/2010,12,0.81, 
DATASET_01_2009_2017_CO,24/08/2010,13, , 
DATASET_01_2009_2017_CO,24/08/2010,14, , 
DATASET_01_2009_2017_CO,24/08/2010,15, , 
DATASET_01_2009_2017_CO,24/08/2010,16, , 
DATASET_01_2009_2017_CO,24/08/2010,17, , 
DATASET_01_2009_2017_CO,24/08/2010,18, , 
DATASET_01_2009_2017_CO,24/08/2010,19, , 
DATASET_01_2009_2017_CO,24/08/2010,20, , 
DATASET_01_2009_2017_CO,24/08/2010,21, , 
DATASET_01_2009_2017_CO,24/08/2010,22, , 
DATASET_01_2009_2017_CO,24/08/2010,23, , 
DATASET_01_2009_2017_CO,24/08/2010,24, , 
DATASET_01_2009_2017_CO,25/08/2010,1, , 
DATASET_01_2009_2017_CO,25/08/2010,2, , 
DATASET_01_2009_2017_CO,25/08/2010,3, , 
DATASET_01_2009_2017_CO,25/08/2010,4, , 
DATASET_01_2009_2017_CO,25/08/2010,5, , 
DATASET_01_2009_2017_CO,25/08/2010,6,0.06, 
DATASET_01_2009_2017_CO,25/08/2010,7,0.13, 
DATASET_01_2009_2017_CO,25/08/2010,8,0.29, 
DATASET_01_2009_2017_CO,25/08/2010,9,0.43, 
DATASET_01_2009_2017_CO,25/08/2010,10,0.49, 
DATASET_01_2009_2017_CO,25/08/2010,11,0.56, 
DATASET_01_2009_2017_CO,25/08/2010,12,0.65, 
DATASET_01_2009_2017_CO,25/08/2010,13,0.82, 
DATASET_01_2009_2017_CO,25/08/2010,14,1.1, 
DATASET_01_2009_2017_CO,25/08/2010,15,1.35, 
DATASET_01_2009_2017_CO,25/08/2010,16,1.39, 
DATASET_01_2009_2017_CO,25/08/2010,17,1.43, 
DATASET_01_2009_2017_CO,25/08/2010,18,1.56, 
DATASET_01_2009_2017_CO,25/08/2010,19,1.59, 
DATASET_01_2009_2017_CO,25/08/2010,20,1.58, 
DATASET_01_2009_2017_CO,25/08/2010,21,1.56, 
DATASET_01_2009_2017_CO,25/08/2010,22,1.44, 
DATASET_01_2009_2017_CO,25/08/2010,23,1.26, 
DATASET_01_2009_2017_CO,25/08/2010,24,1.09, 
DATASET_01_2009_2017_CO,26/08/2010,1,0.96, 
DATASET_01_2009_2017_CO,26/08/2010,2,0.87, 
DATASET_01_2009_2017_CO,26/08/2010,3,0.67, 
DATASET_01_2009_2017_CO,26/08/2010,4,0.49, 
DATASET_01_2009_2017_CO,26/08/2010,5,0.38, 
DATASET_01_2009_2017_CO,26/08/2010,6,0.29, 
DATASET_01_2009_2017_CO,26/08/2010,7,0.23, 
DATASET_01_2009_2017_CO,26/08/2010,8,0.22, 
DATASET_01_2009_2017_CO,26/08/2010,9,0.18, 
DATASET_01_2009_2017_CO,26/08/2010,10,0.12, 
DATASET_01_2009_2017_CO,26/08/2010,11,0.14, 
DATASET_01_2009_2017_CO,26/08/2010,12,0.16, 
DATASET_01_2009_2017_CO,26/08/2010,13,0.19, 
DATASET_01_2009_2017_CO,26/08/2010,14,0.22, 
DATASET_01_2009_2017_CO,26/08/2010,15,0.23, 
DATASET_01_2009_2017_CO,26/08/2010,16,0.25, 
DATASET_01_2009_2017_CO,26/08/2010,17,0.37, 
DATASET_01_2009_2017_CO,26/08/2010,18,0.42, 
DATASET_01_2009_2017_CO,26/08/2010,19,0.47, 
DATASET_01_2009_2017_CO,26/08/2010,20,0.64, 
DATASET_01_2009_2017_CO,26/08/2010,21,0.75, 
DATASET_01_2009_2017_CO,26/08/2010,22,0.83, 
DATASET_01_2009_2017_CO,26/08/2010,23,0.87, 
DATASET_01_2009_2017_CO,26/08/2010,24,0.86, 
DATASET_01_2009_2017_CO,27/08/2010,1,0.75, 
DATASET_01_2009_2017_CO,27/08/2010,2,0.7, 
DATASET_01_2009_2017_CO,27/08/2010,3,0.62, 
DATASET_01_2009_2017_CO,27/08/2010,4,0.42, 
DATASET_01_2009_2017_CO,27/08/2010,5,0.28, 
DATASET_01_2009_2017_CO,27/08/2010,6,0.19, 
DATASET_01_2009_2017_CO,27/08/2010,7,0.23, 
DATASET_01_2009_2017_CO,27/08/2010,8,0.34, 
DATASET_01_2009_2017_CO,27/08/2010,9,0.43, 
DATASET_01_2009_2017_CO,27/08/2010,10,0.48, 
DATASET_01_2009_2017_CO,27/08/2010,11,0.52, 
DATASET_01_2009_2017_CO,27/08/2010,12,0.6, 
DATASET_01_2009_2017_CO,27/08/2010,13,0.66, 
DATASET_01_2009_2017_CO,27/08/2010,14,0.7, 
DATASET_01_2009_2017_CO,27/08/2010,15,0.82, 
DATASET_01_2009_2017_CO,27/08/2010,16,0.92, 
DATASET_01_2009_2017_CO,27/08/2010,17,1.1, 
DATASET_01_2009_2017_CO,27/08/2010,18,1.37, 
DATASET_01_2009_2017_CO,27/08/2010,19,1.61, 
DATASET_01_2009_2017_CO,27/08/2010,20,1.77, 
DATASET_01_2009_2017_CO,27/08/2010,21,1.87, 
DATASET_01_2009_2017_CO,27/08/2010,22,1.94, 
DATASET_01_2009_2017_CO,27/08/2010,23,1.81, 
DATASET_01_2009_2017_CO,27/08/2010,24,1.63, 
DATASET_01_2009_2017_CO,28/08/2010,1,1.38, 
DATASET_01_2009_2017_CO,28/08/2010,2,1.07, 
DATASET_01_2009_2017_CO,28/08/2010,3,0.82, 
DATASET_01_2009_2017_CO,28/08/2010,4,0.62, 
DATASET_01_2009_2017_CO,28/08/2010,5,0.45, 
DATASET_01_2009_2017_CO,28/08/2010,6,0.33, 
DATASET_01_2009_2017_CO,28/08/2010,7,0.25, 
DATASET_01_2009_2017_CO,28/08/2010,8,0.21, 
DATASET_01_2009_2017_CO,28/08/2010,9,0.21, 
DATASET_01_2009_2017_CO,28/08/2010,10,0.22, 
DATASET_01_2009_2017_CO,28/08/2010,11,0.33, 
DATASET_01_2009_2017_CO,28/08/2010,12,0.35, 
DATASET_01_2009_2017_CO,28/08/2010,13,0.39, 
DATASET_01_2009_2017_CO,28/08/2010,14,0.43, 
DATASET_01_2009_2017_CO,28/08/2010,15,0.45, 
DATASET_01_2009_2017_CO,28/08/2010,16,0.45, 
DATASET_01_2009_2017_CO,28/08/2010,17,0.47, 
DATASET_01_2009_2017_CO,28/08/2010,18,0.48, 
DATASET_01_2009_2017_CO,28/08/2010,19,0.41, 
DATASET_01_2009_2017_CO,28/08/2010,20,0.46, 
DATASET_01_2009_2017_CO,28/08/2010,21,0.59, 
DATASET_01_2009_2017_CO,28/08/2010,22,0.94, 
DATASET_01_2009_2017_CO,28/08/2010,23,1.4, 
DATASET_01_2009_2017_CO,28/08/2010,24,1.82, 
DATASET_01_2009_2017_CO,29/08/2010,1,2.1, 
DATASET_01_2009_2017_CO,29/08/2010,2,2.16, 
DATASET_01_2009_2017_CO,29/08/2010,3,2.14, 
DATASET_01_2009_2017_CO,29/08/2010,4,2.05, 
DATASET_01_2009_2017_CO,29/08/2010,5,1.89, 
DATASET_01_2009_2017_CO,29/08/2010,6,1.51, 
DATASET_01_2009_2017_CO,29/08/2010,7,1.05, 
DATASET_01_2009_2017_CO,29/08/2010,8,0.63, 
DATASET_01_2009_2017_CO,29/08/2010,9,0.32, 
DATASET_01_2009_2017_CO,29/08/2010,10,0.21, 
DATASET_01_2009_2017_CO,29/08/2010,11,0.17, 
DATASET_01_2009_2017_CO,29/08/2010,12,0.17, 
DATASET_01_2009_2017_CO,29/08/2010,13,0.18, 
DATASET_01_2009_2017_CO,29/08/2010,14,0.19, 
DATASET_01_2009_2017_CO,29/08/2010,15,0.19, 
DATASET_01_2009_2017_CO,29/08/2010,16,0.18, 
DATASET_01_2009_2017_CO,29/08/2010,17,0.2, 
DATASET_01_2009_2017_CO,29/08/2010,18,0.22, 
DATASET_01_2009_2017_CO,29/08/2010,19,0.24, 
DATASET_01_2009_2017_CO,29/08/2010,20,0.23, 
DATASET_01_2009_2017_CO,29/08/2010,21,0.26, 
DATASET_01_2009_2017_CO,29/08/2010,22,0.26, 
DATASET_01_2009_2017_CO,29/08/2010,23,0.25, 
DATASET_01_2009_2017_CO,29/08/2010,24,0.24, 
DATASET_01_2009_2017_CO,30/08/2010,1,0.2, 
DATASET_01_2009_2017_CO,30/08/2010,2,0.17, 
DATASET_01_2009_2017_CO,30/08/2010,3,0.15, 
DATASET_01_2009_2017_CO,30/08/2010,4,0.12, 
DATASET_01_2009_2017_CO,30/08/2010,5,0.08, 
DATASET_01_2009_2017_CO,30/08/2010,6,<0.05, 
DATASET_01_2009_2017_CO,30/08/2010,7,<0.05, 
DATASET_01_2009_2017_CO,30/08/2010,8,<0.05, 
DATASET_01_2009_2017_CO,30/08/2010,9,<0.05, 
DATASET_01_2009_2017_CO,30/08/2010,10,<0.05, 
DATASET_01_2009_2017_CO,30/08/2010,11, , 
DATASET_01_2009_2017_CO,30/08/2010,12, , 
DATASET_01_2009_2017_CO,30/08/2010,13, , 
DATASET_01_2009_2017_CO,30/08/2010,14, , 
DATASET_01_2009_2017_CO,30/08/2010,15, , 
DATASET_01_2009_2017_CO,30/08/2010,16, , 
DATASET_01_2009_2017_CO,30/08/2010,17, , 
DATASET_01_2009_2017_CO,30/08/2010,18, , 
DATASET_01_2009_2017_CO,30/08/2010,19, , 
DATASET_01_2009_2017_CO,30/08/2010,20,0.39, 
DATASET_01_2009_2017_CO,30/08/2010,21,0.39, 
DATASET_01_2009_2017_CO,30/08/2010,22,0.37, 
DATASET_01_2009_2017_CO,30/08/2010,23,0.36, 
DATASET_01_2009_2017_CO,30/08/2010,24,0.3, 
DATASET_01_2009_2017_CO,31/08/2010,1,0.26, 
DATASET_01_2009_2017_CO,31/08/2010,2,0.21, 
DATASET_01_2009_2017_CO,31/08/2010,3,0.16, 
DATASET_01_2009_2017_CO,31/08/2010,4,0.13, 
DATASET_01_2009_2017_CO,31/08/2010,5,0.08, 
DATASET_01_2009_2017_CO,31/08/2010,6,0.06, 
DATASET_01_2009_2017_CO,31/08/2010,7,0.05, 
DATASET_01_2009_2017_CO,31/08/2010,8,0.09, 
DATASET_01_2009_2017_CO,31/08/2010,9,0.19, 
DATASET_01_2009_2017_CO,31/08/2010,10,0.42, 
DATASET_01_2009_2017_CO,31/08/2010,11,0.64, 
DATASET_01_2009_2017_CO,31/08/2010,12,0.84, 
DATASET_01_2009_2017_CO,31/08/2010,13,1.02, 
DATASET_01_2009_2017_CO,31/08/2010,14,1.1, 
DATASET_01_2009_2017_CO,31/08/2010,15,1.22, 
DATASET_01_2009_2017_CO,31/08/2010,16,1.42, 
DATASET_01_2009_2017_CO,31/08/2010,17,1.68, 
DATASET_01_2009_2017_CO,31/08/2010,18,1.78, 
DATASET_01_2009_2017_CO,31/08/2010,19,1.94, 
DATASET_01_2009_2017_CO,31/08/2010,20,2.11, 
DATASET_01_2009_2017_CO,31/08/2010,21,2.28, 
DATASET_01_2009_2017_CO,31/08/2010,22,2.48, 
DATASET_01_2009_2017_CO,31/08/2010,23,2.58, 
DATASET_01_2009_2017_CO,31/08/2010,24,2.44, 
DATASET_01_2009_2017_CO,01/09/2010,1,2.15, 
DATASET_01_2009_2017_CO,01/09/2010,2,1.84, 
DATASET_01_2009_2017_CO,01/09/2010,3,1.49, 
DATASET_01_2009_2017_CO,01/09/2010,4,1.13, 
DATASET_01_2009_2017_CO,01/09/2010,5,0.8, 
DATASET_01_2009_2017_CO,01/09/2010,6,0.52, 
DATASET_01_2009_2017_CO,01/09/2010,7,0.33, 
DATASET_01_2009_2017_CO,01/09/2010,8,0.34, 
DATASET_01_2009_2017_CO,01/09/2010,9,0.43, 
DATASET_01_2009_2017_CO,01/09/2010,10,0.61, 
DATASET_01_2009_2017_CO,01/09/2010,11,0.81, 
DATASET_01_2009_2017_CO,01/09/2010,12,0.91, 
DATASET_01_2009_2017_CO,01/09/2010,13, , 
DATASET_01_2009_2017_CO,01/09/2010,14,1.35, 
DATASET_01_2009_2017_CO,01/09/2010,15,1.65, 
DATASET_01_2009_2017_CO,01/09/2010,16,1.83, 
DATASET_01_2009_2017_CO,01/09/2010,17,1.99, 
DATASET_01_2009_2017_CO,01/09/2010,18,2.06, 
DATASET_01_2009_2017_CO,01/09/2010,19,2.14, 
DATASET_01_2009_2017_CO,01/09/2010,20,2.13, 
DATASET_01_2009_2017_CO,01/09/2010,21,2.1, 
DATASET_01_2009_2017_CO,01/09/2010,22,2.01, 
DATASET_01_2009_2017_CO,01/09/2010,23,1.84, 
DATASET_01_2009_2017_CO,01/09/2010,24,1.65, 
DATASET_01_2009_2017_CO,02/09/2010,1,1.4, 
DATASET_01_2009_2017_CO,02/09/2010,2,1.17, 
DATASET_01_2009_2017_CO,02/09/2010,3,0.89, 
DATASET_01_2009_2017_CO,02/09/2010,4,0.64, 
DATASET_01_2009_2017_CO,02/09/2010,5,0.41, 
DATASET_01_2009_2017_CO,02/09/2010,6,0.26, 
DATASET_01_2009_2017_CO,02/09/2010,7,0.19, 
DATASET_01_2009_2017_CO,02/09/2010,8,0.26, 
DATASET_01_2009_2017_CO,02/09/2010,9,0.41, 
DATASET_01_2009_2017_CO,02/09/2010,10,0.5, 
DATASET_01_2009_2017_CO,02/09/2010,11,0.58, 
DATASET_01_2009_2017_CO,02/09/2010,12,0.7, 
DATASET_01_2009_2017_CO,02/09/2010,13,0.91, 
DATASET_01_2009_2017_CO,02/09/2010,14,1.15, 
DATASET_01_2009_2017_CO,02/09/2010,15,1.37, 
DATASET_01_2009_2017_CO,02/09/2010,16,1.44, 
DATASET_01_2009_2017_CO,02/09/2010,17,1.44, 
DATASET_01_2009_2017_CO,02/09/2010,18,1.53, 
DATASET_01_2009_2017_CO,02/09/2010,19,1.6, 
DATASET_01_2009_2017_CO,02/09/2010,20,1.56, 
DATASET_01_2009_2017_CO,02/09/2010,21,1.46, 
DATASET_01_2009_2017_CO,02/09/2010,22,1.26, 
DATASET_01_2009_2017_CO,02/09/2010,23,1.04, 
DATASET_01_2009_2017_CO,02/09/2010,24,0.85, 
DATASET_01_2009_2017_CO,03/09/2010,1,0.68, 
DATASET_01_2009_2017_CO,03/09/2010,2,0.48, 
DATASET_01_2009_2017_CO,03/09/2010,3,0.32, 
DATASET_01_2009_2017_CO,03/09/2010,4,0.22, 
DATASET_01_2009_2017_CO,03/09/2010,5,0.11, 
DATASET_01_2009_2017_CO,03/09/2010,6,0.07, 
DATASET_01_2009_2017_CO,03/09/2010,7,0.06, 
DATASET_01_2009_2017_CO,03/09/2010,8,0.09, 
DATASET_01_2009_2017_CO,03/09/2010,9,0.15, 
DATASET_01_2009_2017_CO,03/09/2010,10,0.22, 
DATASET_01_2009_2017_CO,03/09/2010,11,0.31, 
DATASET_01_2009_2017_CO,03/09/2010,12,0.38, 
DATASET_01_2009_2017_CO,03/09/2010,13,0.42, 
DATASET_01_2009_2017_CO,03/09/2010,14,0.47, 
DATASET_01_2009_2017_CO,03/09/2010,15,0.49, 
DATASET_01_2009_2017_CO,03/09/2010,16,0.48, 
DATASET_01_2009_2017_CO,03/09/2010,17,0.45, 
DATASET_01_2009_2017_CO,03/09/2010,18,0.41, 
DATASET_01_2009_2017_CO,03/09/2010,19,0.37, 
DATASET_01_2009_2017_CO,03/09/2010,20,0.35, 
DATASET_01_2009_2017_CO,03/09/2010,21,0.35, 
DATASET_01_2009_2017_CO,03/09/2010,22,0.35, 
DATASET_01_2009_2017_CO,03/09/2010,23,0.35, 
DATASET_01_2009_2017_CO,03/09/2010,24,0.33, 
DATASET_01_2009_2017_CO,04/09/2010,1,0.3, 
DATASET_01_2009_2017_CO,04/09/2010,2,0.27, 
DATASET_01_2009_2017_CO,04/09/2010,3,0.23, 
DATASET_01_2009_2017_CO,04/09/2010,4,0.18, 
DATASET_01_2009_2017_CO,04/09/2010,5,0.14, 
DATASET_01_2009_2017_CO,04/09/2010,6,0.1, 
DATASET_01_2009_2017_CO,04/09/2010,7,0.09, 
DATASET_01_2009_2017_CO,04/09/2010,8,0.1, 
DATASET_01_2009_2017_CO,04/09/2010,9,0.12, 
DATASET_01_2009_2017_CO,04/09/2010,10,0.15, 
DATASET_01_2009_2017_CO,04/09/2010,11,0.19, 
DATASET_01_2009_2017_CO,04/09/2010,12,0.23, 
DATASET_01_2009_2017_CO,04/09/2010,13,0.3, 
DATASET_01_2009_2017_CO,04/09/2010,14,0.36, 
DATASET_01_2009_2017_CO,04/09/2010,15,0.39, 
DATASET_01_2009_2017_CO,04/09/2010,16,0.39, 
DATASET_01_2009_2017_CO,04/09/2010,17,0.39, 
DATASET_01_2009_2017_CO,04/09/2010,18,0.38, 
DATASET_01_2009_2017_CO,04/09/2010,19,0.37, 
DATASET_01_2009_2017_CO,04/09/2010,20,0.39, 
DATASET_01_2009_2017_CO,04/09/2010,21,0.41, 
DATASET_01_2009_2017_CO,04/09/2010,22,0.5, 
DATASET_01_2009_2017_CO,04/09/2010,23,0.66, 
DATASET_01_2009_2017_CO,04/09/2010,24,0.83, 
DATASET_01_2009_2017_CO,05/09/2010,1,1.01, 
DATASET_01_2009_2017_CO,05/09/2010,2,1.23, 
DATASET_01_2009_2017_CO,05/09/2010,3,1.37, 
DATASET_01_2009_2017_CO,05/09/2010,4,1.41, 
DATASET_01_2009_2017_CO,05/09/2010,5,1.35, 
DATASET_01_2009_2017_CO,05/09/2010,6,1.24, 
DATASET_01_2009_2017_CO,05/09/2010,7,1.07, 
DATASET_01_2009_2017_CO,05/09/2010,8,0.9, 
DATASET_01_2009_2017_CO,05/09/2010,9,0.71, 
DATASET_01_2009_2017_CO,05/09/2010,10,0.5, 
DATASET_01_2009_2017_CO,05/09/2010,11,0.33, 
DATASET_01_2009_2017_CO,05/09/2010,12,0.23, 
DATASET_01_2009_2017_CO,05/09/2010,13,0.19, 
DATASET_01_2009_2017_CO,05/09/2010,14,0.15, 
DATASET_01_2009_2017_CO,05/09/2010,15,0.12, 
DATASET_01_2009_2017_CO,05/09/2010,16,0.12, 
DATASET_01_2009_2017_CO,05/09/2010,17,0.12, 
DATASET_01_2009_2017_CO,05/09/2010,18,0.11, 
DATASET_01_2009_2017_CO,05/09/2010,19,0.13, 
DATASET_01_2009_2017_CO,05/09/2010,20,0.17, 
DATASET_01_2009_2017_CO,05/09/2010,21,0.24, 
DATASET_01_2009_2017_CO,05/09/2010,22,0.31, 
DATASET_01_2009_2017_CO,05/09/2010,23,0.35, 
DATASET_01_2009_2017_CO,05/09/2010,24,0.38, 
DATASET_01_2009_2017_CO,06/09/2010,1,0.38, 
